Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
411,Justin Robinson\robinju01,PG,22,WAS,9,49,8.3,.542,.417,.000,2.1,9.2,5.5,18.4,0.0,1.8,20.0,12.7,,0.0,0.0,0.0,.005,,-3.5,-3.5,-7.1,-0.1
412,Mitchell Robinson\robinmi01,C,21,NYK,52,1171,22.5,.720,.000,.419,12.9,18.8,15.7,3.7,1.9,7.9,9.3,13.2,,3.7,1.7,5.4,.221,,1.5,3.8,5.3,2.2
413,Isaiah Roby\robyis01,SF,21,OKC,2,5,-5.7,.000,.000,.000,0.0,21.3,11.0,0.0,0.0,0.0,0.0,8.8,,0.0,0.0,0.0,-0.181,,-14.6,-3.0,-17.6,0.0
414,Rajon Rondo\rondora01,PG,33,LAL,40,836,13.8,.513,.387,.140,2.7,14.0,8.5,33.7,2.0,0.2,20.8,18.9,,0.5,1.1,1.6,.090,,-1.0,-0.3,-1.3,0.2
415,Derrick Rose\rosede01,PG,31,DET,47,1231,20.7,.550,.199,.183,2.2,8.2,5.2,40.3,1.4,1.0,13.3,31.3,,1.8,0.6,2.4,.093,,2.4,-2.6,-0.3,0.5
416,Terrence Ross\rosste01,SG,28,ORL,54,1447,12.6,.520,.587,.214,0.9,11.7,6.1,6.5,2.1,1.2,7.0,22.6,,0.1,1.7,1.7,.058,,-0.9,-1.3,-2.2,-0.1
417,Terry Rozier\roziete01,PG,25,CHO,55,1879,14.5,.548,.453,.207,2.4,12.3,7.2,19.9,1.5,0.5,12.6,23.6,,1.3,1.0,2.3,.058,,0.8,-1.6,-0.9,0.5
418,Ricky Rubio\rubiori01,PG,29,PHO,49,1535,15.1,.512,.303,.308,2.5,13.4,7.8,39.0,2.2,0.5,18.1,20.0,,1.5,1.4,2.9,.091,,-0.2,-0.3,-0.4,0.6
419,D'Angelo Russell\russeda01,PG,23,TOT,36,1161,19.3,.559,.506,.233,1.3,11.4,6.2,37.1,1.4,0.8,13.0,31.8,,1.2,0.4,1.6,.067,,4.6,-3.1,1.5,1.0
419,D'Angelo Russell\russeda01,PG,23,GSW,33,1060,19.3,.558,.506,.227,1.4,11.4,6.2,36.2,1.4,0.8,12.6,32.1,,1.0,0.4,1.3,.061,,4.7,-3.1,1.7,1.0
419,D'Angelo Russell\russeda01,PG,23,MIN,3,101,20.0,.569,.510,.314,1.0,11.8,6.2,46.9,1.4,0.8,17.1,28.6,,0.2,0.1,0.3,.126,,3.4,-3.3,0.1,0.1
420,Domantas Sabonis\sabondo01,C,23,IND,54,1867,20.5,.583,.079,.352,9.7,30.1,19.9,21.1,1.0,1.3,14.8,23.4,,3.5,2.8,6.3,.162,,1.4,2.3,3.7,2.7
421,JaKarr Sampson\sampsja02,SF,26,IND,19,256,10.2,.581,.197,.164,4.8,14.2,9.5,2.1,1.1,2.8,8.4,12.3,,0.2,0.3,0.5,.086,,-2.9,0.1,-2.8,-0.1
422,Dario Šarić\saricda01,PF,25,PHO,50,1213,12.4,.548,.476,.181,6.8,20.3,13.4,11.1,1.2,0.9,12.8,17.2,,0.9,1.1,2.0,.077,,-0.7,0.0,-0.7,0.4
423,Tomáš Satoranský\satorto01,PG,28,CHI,58,1671,14.3,.548,.373,.231,3.9,10.6,7.1,27.7,2.2,0.4,17.1,16.6,,2.1,1.6,3.7,.106,,-0.1,-0.2,-0.3,0.7
424,Admiral Schofield\schofad01,SF,22,WAS,26,292,6.8,.514,.627,.173,2.2,10.8,6.3,6.2,1.3,0.9,8.0,12.4,,0.1,0.0,0.1,.019,,-2.2,-2.4,-4.6,-0.2
425,Dennis Schröder\schrode01,PG,26,OKC,56,1742,16.9,.575,.343,.228,1.3,12.0,6.8,21.4,1.0,0.6,13.4,27.1,,1.8,1.5,3.3,.091,,1.0,-1.6,-0.6,0.6
426,Mike Scott\scottmi01,PF,31,PHI,56,959,9.6,.528,.655,.097,5.0,16.3,10.7,4.6,0.9,0.4,6.5,13.9,,0.6,1.0,1.7,.084,,-1.6,-1.3,-2.9,-0.2
427,Thabo Sefolosha\sefolth01,PF,35,HOU,39,417,10.0,.497,.596,.090,5.2,17.4,11.3,7.5,2.6,2.5,13.1,10.5,,0.1,0.6,0.7,.081,,-2.9,2.0,-0.9,0.1
428,Collin Sexton\sextoco01,SG,21,CLE,56,1805,15.8,.544,.228,.239,3.3,7.5,5.4,14.6,1.5,0.3,10.8,27.0,,1.6,0.2,1.8,.047,,0.0,-3.1,-3.1,-0.5
429,Landry Shamet\shamela01,SG,22,LAC,39,1145,9.4,.614,.761,.165,0.4,6.6,3.5,8.5,0.7,0.6,8.6,13.1,,1.6,0.9,2.5,.103,,1.1,-0.9,0.2,0.6
430,Marial Shayok\shayoma01,SG,24,PHI,2,10,-1.9,.300,.600,.000,0.0,32.7,16.4,13.5,0.0,0.0,16.7,25.9,,-0.1,0.0,0.0,-0.221,,-12.2,-2.7,-14.9,0.0
431,Iman Shumpert\shumpim01,SG,29,BRK,13,241,5.3,.403,.516,.109,3.9,10.4,7.2,6.8,2.4,0.7,13.0,13.4,,-0.3,0.3,0.0,.002,,-4.7,1.1,-3.7,-0.1
432,Pascal Siakam\siakapa01,PF,25,TOR,46,1607,19.3,.562,.310,.258,3.6,18.7,11.3,16.5,1.3,2.6,10.2,28.8,,2.0,2.7,4.8,.142,,0.7,1.0,1.7,1.5
433,Chris Silva\silvach01,PF,23,MIA,38,294,17.0,.669,.030,.712,20.3,19.7,20.0,9.6,1.5,5.7,26.3,17.6,,0.6,0.5,1.1,.174,,-0.4,2.6,2.2,0.3
434,Ben Simmons\simmobe01,PG,23,PHI,54,1930,20.8,.608,.010,.460,6.2,17.8,12.0,35.1,2.9,1.4,20.6,20.9,,3.8,3.4,7.2,.180,,1.9,3.3,5.2,3.5
435,Anfernee Simons\simonan01,SG,20,POR,57,1265,9.4,.507,.418,.176,1.8,9.4,5.7,9.5,0.8,0.6,9.6,18.8,,0.2,0.2,0.3,.012,,-1.9,-2.6,-4.5,-0.8
436,Alen Smailagić\smailal01,PF,19,GSW,14,139,14.6,.610,.325,.475,7.5,13.6,10.4,14.4,1.0,2.6,18.5,18.2,,0.2,0.1,0.2,.081,,-1.6,-1.2,-2.8,0.0
437,Marcus Smart\smartma01,SG,25,BOS,45,1429,13.7,.522,.586,.213,2.4,9.9,6.2,20.9,2.4,1.4,12.1,18.3,,1.4,2.0,3.4,.116,,1.3,0.7,2.0,1.4
438,Dennis Smith\smithde03,PG,22,NYK,31,480,6.9,.393,.275,.253,4.0,11.7,7.7,27.2,2.1,1.6,20.5,22.4,,-1.2,0.4,-0.8,-0.084,,-5.5,-0.5,-5.9,-0.5
439,Ish Smith\smithis01,PG,31,WAS,55,1457,14.0,.514,.264,.124,1.9,11.5,6.6,25.2,1.5,1.4,10.8,18.2,,1.4,0.3,1.7,.055,,-0.6,-1.7,-2.4,-0.1
440,Zhaire Smith\smithzh01,SG,20,PHI,7,32,1.1,.313,.273,.364,0.0,6.8,3.4,8.4,4.5,0.0,13.6,19.9,,-0.1,0.1,-0.1,-0.112,,-9.6,0.0,-9.6,-0.1
441,Tony Snell\snellto01,SF,28,DET,52,1420,9.6,.606,.673,.065,0.6,6.8,3.6,9.5,0.9,0.7,7.0,11.4,,1.8,0.4,2.2,.075,,0.3,-1.5,-1.2,0.3
442,Omari Spellman\spellom01,PF,22,GSW,49,886,14.5,.551,.373,.312,9.0,17.9,13.3,8.1,1.8,2.4,13.9,18.7,,0.5,0.7,1.2,.066,,-1.8,-0.4,-2.2,0.0
443,Max Strus\strusma01,SG,23,CHI,2,6,30.8,.727,.333,.333,17.6,0.0,9.1,0.0,0.0,0.0,0.0,24.4,,0.0,0.0,0.0,.318,,7.1,-9.7,-2.6,0.0
444,Edmond Sumner\sumneed01,PG,24,IND,20,268,10.2,.502,.325,.163,3.3,8.6,6.0,14.2,2.4,2.0,14.9,16.5,,-0.1,0.3,0.3,.046,,-2.7,0.6,-2.0,0.0
445,Caleb Swanigan\swanica01,PF,22,TOT,19,208,6.7,.520,.053,.316,11.1,25.3,18.2,10.1,0.5,2.5,35.7,13.8,,-0.2,0.2,-0.1,-0.013,,-5.6,1.1,-4.5,-0.1
445,Caleb Swanigan\swanica01,PF,22,SAC,7,23,0.0,.512,.000,.500,9.5,25.3,17.1,11.7,2.1,8.3,55.1,20.6,,-0.1,0.0,-0.1,-0.176,,-12.9,5.9,-7.0,0.0
445,Caleb Swanigan\swanica01,PF,22,POR,12,185,7.6,.521,.059,.294,11.2,25.3,18.3,9.9,0.3,1.8,31.9,12.9,,-0.1,0.1,0.0,.008,,-4.7,0.5,-4.2,-0.1
446,Jayson Tatum\tatumja01,PF,21,BOS,52,1779,20.0,.559,.376,.253,3.3,18.5,11.0,13.8,1.9,2.4,9.6,28.2,,2.5,2.9,5.4,.146,,1.6,0.6,2.2,1.9
447,Jeff Teague\teaguje01,PG,31,TOT,50,1289,14.7,.558,.242,.418,1.7,8.3,4.9,31.9,1.4,1.0,17.2,19.5,,1.8,0.6,2.3,.086,,-0.9,-2.4,-3.2,-0.4
447,Jeff Teague\teaguje01,PG,31,MIN,34,945,16.1,.578,.269,.444,1.6,8.4,4.9,33.0,1.2,1.1,16.4,20.2,,1.8,0.4,2.2,.112,,0.2,-2.4,-2.2,-0.1
447,Jeff Teague\teaguje01,PG,31,ATL,16,344,11.0,.492,.157,.333,1.9,8.2,5.0,28.9,2.0,0.7,19.9,17.6,,0.0,0.1,0.1,.017,,-3.8,-2.2,-6.1,-0.4
448,Garrett Temple\templga01,SG,33,BRK,50,1412,10.0,.507,.658,.146,1.9,10.6,6.3,12.5,1.3,1.2,9.5,16.5,,0.4,1.5,1.9,.065,,-1.1,0.1,-1.0,0.4
449,Daniel Theis\theisda01,C,27,BOS,50,1159,17.8,.621,.218,.274,10.3,19.6,15.0,9.5,1.3,5.2,10.6,14.6,,2.8,2.0,4.8,.200,,1.2,3.4,4.6,1.9
450,Isaiah Thomas\thomais02,PG,30,WAS,40,925,11.7,.531,.444,.178,1.2,6.9,4.0,22.8,0.7,0.6,14.4,24.0,,0.2,-0.2,0.0,.001,,-0.9,-4.9,-5.7,-0.9
451,Khyri Thomas\thomakh01,SG,23,DET,2,6,3.9,.568,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,,0.0,0.0,0.0,.028,,-4.7,-3.0,-7.7,0.0
452,Matt Thomas\thomama02,SG,25,TOR,26,267,14.4,.692,.693,.080,1.6,11.9,6.9,7.7,1.3,0.0,9.9,16.2,,0.5,0.3,0.8,.153,,1.6,-1.7,-0.1,0.1
453,Tristan Thompson\thomptr01,C,28,CLE,52,1583,17.1,.548,.031,.285,14.8,22.6,18.7,10.3,1.0,2.5,14.5,18.1,,2.0,0.9,2.9,.088,,-0.5,0.8,0.3,0.9
454,Matisse Thybulle\thybuma01,SG,22,PHI,49,981,9.5,.537,.643,.186,2.9,5.4,4.2,7.8,3.4,3.5,16.0,11.3,,0.0,1.7,1.8,.087,,-1.6,3.2,1.6,0.9
455,Anthony Tolliver\tollian01,PF,34,TOT,42,636,6.6,.482,.776,.157,4.8,14.9,9.9,6.4,0.9,1.3,14.9,11.2,,-0.1,0.3,0.2,.016,,-2.3,-0.6,-2.9,-0.1
455,Anthony Tolliver\tollian01,PF,34,POR,33,554,7.6,.515,.761,.162,5.1,15.2,10.2,6.7,0.7,1.4,14.3,11.2,,0.2,0.2,0.4,.034,,-1.5,-0.8,-2.3,0.0
455,Anthony Tolliver\tollian01,PF,34,SAC,9,82,0.3,.252,.882,.118,2.7,12.8,7.6,4.6,2.4,1.2,18.3,11.6,,-0.2,0.1,-0.2,-0.100,,-7.2,0.5,-6.7,-0.1
456,Juan Toscano-Anderson\toscaju01,SF,26,GSW,5,100,16.5,.668,.321,.036,1.0,22.3,11.3,17.3,2.9,2.7,17.4,14.7,,0.1,0.1,0.2,.112,,-1.5,1.7,0.2,0.1
457,Karl-Anthony Towns\townska01,C,24,MIN,35,1187,26.7,.642,.445,.363,8.1,25.9,16.7,23.3,1.3,2.9,13.2,28.9,,3.9,1.3,5.2,.211,,6.8,1.4,8.2,3.0
458,Gary Trent\trentga02,SG,21,POR,45,838,12.4,.569,.609,.090,2.2,6.2,4.2,6.9,1.9,1.1,4.5,14.6,,1.2,0.3,1.5,.086,,1.0,-1.5,-0.5,0.3
459,Allonzo Trier\trieral01,PG,24,NYK,20,246,12.2,.587,.541,.459,1.7,9.8,5.6,14.7,0.4,1.5,16.4,21.0,,0.2,0.1,0.3,.055,,-1.0,-3.2,-4.2,-0.1
460,P.J. Tucker\tuckepj01,PF,34,HOU,56,1952,8.9,.588,.676,.131,4.5,16.2,10.4,5.9,1.5,1.1,14.2,8.7,,1.7,1.9,3.6,.089,,-0.8,1.5,0.7,1.3
461,Rayjon Tucker\tuckera01,SG,22,UTA,13,75,4.5,.448,.316,.263,3.0,13.9,8.7,3.6,0.6,0.0,12.4,14.1,,-0.1,0.1,0.0,-0.008,,-5.7,-1.3,-7.0,-0.1
462,Evan Turner\turneev01,PG,31,ATL,19,251,6.8,.424,.075,.209,3.4,13.0,8.1,20.7,1.7,2.7,26.2,16.4,,-0.5,0.1,-0.3,-0.063,,-7.3,0.3,-7.0,-0.3
463,Myles Turner\turnemy01,C,23,IND,47,1367,14.4,.562,.454,.290,4.4,19.0,11.8,5.6,1.3,5.7,10.9,17.7,,0.8,2.1,2.9,.104,,-1.1,2.5,1.4,1.2
464,Jonas Valančiūnas\valanjo01,C,27,MEM,53,1371,21.8,.625,.128,.230,11.9,31.0,21.6,10.8,0.8,3.9,13.3,21.7,,2.9,1.8,4.8,.167,,0.7,1.6,2.3,1.5
465,Denzel Valentine\valende01,SF,26,CHI,30,366,12.7,.520,.616,.030,1.2,16.6,8.5,14.7,2.6,1.3,10.7,21.7,,0.0,0.5,0.4,.059,,-1.4,-0.6,-2.0,0.0
466,Jarred Vanderbilt\vandeja01,SF-PF,20,TOT,11,46,7.6,.676,.125,.250,7.2,14.4,10.7,5.9,3.2,2.0,44.1,14.9,,-0.1,0.1,0.0,-0.017,,-5.9,1.8,-4.1,0.0
466,Jarred Vanderbilt\vandeja01,SF,20,DEN,9,41,7.2,.714,.000,.000,8.1,13.5,10.8,6.6,3.6,2.2,50.0,14.8,,-0.1,0.1,0.0,-0.032,,-6.2,2.9,-3.3,0.0
466,Jarred Vanderbilt\vandeja01,PF,20,MIN,2,5,11.2,.532,1.000,2.000,0.0,21.7,10.5,0.0,0.0,0.0,0.0,15.5,,0.0,0.0,0.0,.109,,-3.5,-7.3,-10.8,0.0
467,Fred VanVleet\vanvlfr01,PG,25,TOR,47,1682,16.4,.547,.479,.240,1.2,9.8,5.6,27.6,2.6,0.7,12.3,22.0,,2.4,2.7,5.1,.145,,1.8,0.4,2.2,1.8
468,Gabe Vincent\vincega01,PG,23,MIA,4,41,1.3,.316,.842,.000,0.0,7.8,4.1,10.2,1.2,0.0,0.0,20.4,,-0.1,0.0,-0.1,-0.105,,-5.4,-4.6,-9.9,-0.1
469,Noah Vonleh\vonleno01,C-PF,24,TOT,31,361,15.3,.618,.170,.341,9.9,25.9,17.6,10.5,1.4,1.4,17.2,14.0,,0.6,0.4,0.9,.124,,-1.8,0.5,-1.3,0.1
469,Noah Vonleh\vonleno01,C,24,MIN,29,347,15.4,.605,.163,.326,10.0,25.7,17.5,10.9,1.5,1.4,16.2,13.9,,0.6,0.4,0.9,.127,,-1.7,0.8,-0.9,0.1
469,Noah Vonleh\vonleno01,PF,24,DEN,2,14,13.0,1.042,.500,1.000,7.9,31.6,19.7,0.0,0.0,0.0,41.0,15.1,,0.0,0.0,0.0,.051,,-3.9,-6.4,-10.4,0.0
470,Nikola Vučević\vucevni01,C,29,ORL,45,1452,21.8,.532,.293,.156,8.3,28.2,17.8,20.4,1.5,2.6,7.4,26.2,,2.2,2.3,4.5,.149,,2.2,2.1,4.3,2.3
471,Dean Wade\wadede01,PF,23,CLE,10,54,13.9,.766,.300,.100,4.1,28.9,16.4,2.6,1.8,4.8,22.3,10.6,,0.0,0.1,0.1,.095,,-3.5,1.1,-2.4,0.0
472,Moritz Wagner\wagnemo01,C,22,WAS,28,557,17.3,.663,.322,.297,7.0,24.0,15.2,9.6,1.5,2.5,18.0,20.7,,0.9,0.4,1.3,.108,,0.2,-0.7,-0.5,0.2
473,Dion Waiters\waitedi01,SG,28,MIA,3,42,13.7,.530,.654,.038,0.0,28.1,14.7,12.4,0.0,4.7,10.2,30.9,,-0.1,0.1,0.0,.006,,-2.5,-2.1,-4.6,0.0
474,Kemba Walker\walkeke02,PG,29,BOS,46,1481,21.0,.579,.520,.270,2.3,11.3,6.9,24.6,1.5,1.6,10.1,27.7,,3.7,1.8,5.5,.177,,4.8,-0.9,3.9,2.2
475,Lonnie Walker\walkelo01,SG,21,SAS,48,670,11.0,.511,.261,.220,2.9,13.1,8.0,7.8,1.7,1.2,9.3,18.8,,0.0,0.4,0.4,.025,,-2.9,-1.7,-4.5,-0.4
476,Tyrone Wallace\wallaty01,SG,25,ATL,14,160,3.9,.389,.341,.386,2.0,12.9,7.4,10.9,2.0,0.5,16.3,16.0,,-0.3,0.1,-0.2,-0.073,,-6.9,-1.2,-8.2,-0.2
477,Taurean Waller-Prince\princta02,SF,25,BRK,55,1625,9.9,.507,.591,.111,2.8,18.0,10.6,10.0,1.5,1.2,14.1,20.1,,-1.1,2.3,1.1,.033,,-2.4,0.6,-1.8,0.1
478,Derrick Walton\waltode01,PG,24,LAC,23,222,8.4,.626,.583,.250,0.9,5.9,3.5,12.6,0.8,0.0,9.1,8.2,,0.4,0.2,0.5,.110,,-1.0,-1.4,-2.4,0.0
479,Brad Wanamaker\wanambr01,PG,30,BOS,55,1040,11.8,.551,.278,.363,1.6,9.7,5.7,19.0,1.9,1.0,15.8,15.9,,1.0,1.3,2.3,.107,,-1.5,0.0,-1.5,0.1
480,T.J. Warren\warretj01,SF,26,IND,54,1743,17.3,.595,.214,.227,3.4,9.7,6.6,6.7,1.8,1.3,7.1,22.7,,2.8,1.8,4.6,.127,,1.1,-0.8,0.3,1.0
481,P.J. Washington\washipj01,PF,21,CHO,49,1482,12.6,.554,.352,.242,3.2,17.0,9.9,11.3,1.6,2.4,13.1,17.9,,0.5,1.2,1.8,.058,,-1.8,0.7,-1.1,0.4
482,Yuta Watanabe\watanyu01,SG,25,MEM,9,49,7.9,.508,.286,.286,2.2,14.9,8.6,2.6,0.9,1.8,6.0,14.2,,0.0,0.0,0.0,.033,,-4.8,-1.8,-6.6,-0.1
483,Tremont Waters\watertr01,PG,22,BOS,9,73,8.2,.457,.536,.214,0.0,10.2,5.1,19.1,3.3,2.5,20.7,22.6,,-0.1,0.1,0.0,-0.012,,-4.8,0.4,-4.4,0.0
484,Paul Watson\watsopa01,SF-SG,25,TOT,5,25,-0.4,.056,.500,.250,0.0,16.9,8.5,23.9,1.9,3.8,0.0,14.8,,-0.1,0.0,-0.1,-0.181,,-10.6,0.7,-9.9,0.0
484,Paul Watson\watsopa01,SG,25,ATL,2,17,-7.1,.000,.429,.000,0.0,12.7,6.3,21.2,2.7,0.0,0.0,17.1,,-0.1,0.0,-0.1,-0.321,,-13.5,-1.9,-15.3,-0.1
484,Paul Watson\watsopa01,SF,25,TOR,3,8,13.6,.266,1.000,2.000,0.0,25.6,13.2,29.5,0.0,12.0,0.0,10.1,,0.0,0.0,0.0,.117,,-4.6,6.2,1.6,0.0
485,Quinndary Weatherspoon\weathqu01,SG,23,SAS,1,4,-10.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,,0.0,0.0,0.0,-0.286,,-13.6,-3.7,-17.3,0.0
486,Russell Westbrook\westbru01,PG,31,HOU,47,1690,21.3,.533,.175,.283,4.8,18.3,11.5,35.7,2.1,0.8,14.5,34.2,,1.9,2.0,3.9,.111,,1.2,1.0,2.1,1.8
487,Coby White\whiteco01,SG,19,CHI,58,1435,10.7,.492,.485,.167,1.9,14.0,7.7,15.2,1.5,0.4,11.6,23.6,,-0.8,1.3,0.4,.014,,-2.4,-1.7,-4.1,-0.8
488,Derrick White\whitede01,SG,25,SAS,54,1284,15.6,.578,.339,.361,2.3,11.5,6.9,19.5,1.2,2.9,11.6,18.0,,2.2,0.7,2.9,.107,,0.7,-0.5,0.2,0.7
489,Hassan Whiteside\whiteha01,C,30,POR,53,1640,24.8,.636,.007,.346,13.5,33.1,23.4,6.1,0.6,8.4,13.4,19.7,,4.3,2.6,6.9,.202,,-0.1,3.2,3.1,2.1
490,Andrew Wiggins\wiggian01,SF-SG,24,TOT,47,1617,16.7,.540,.345,.267,3.5,12.4,7.8,18.3,1.1,2.3,10.8,27.7,,1.0,1.0,2.0,.059,,0.5,-1.2,-0.7,0.5
490,Andrew Wiggins\wiggian01,SF,24,MIN,42,1455,16.2,.535,.348,.262,3.4,12.8,7.9,18.4,0.9,2.0,10.8,28.0,,0.7,0.8,1.6,.052,,0.4,-1.4,-1.0,0.4
490,Andrew Wiggins\wiggian01,SG,24,GSW,5,162,21.2,.596,.315,.315,5.1,9.0,7.0,17.2,2.7,5.0,10.7,24.5,,0.3,0.2,0.4,.122,,1.7,0.6,2.3,0.2
491,Grant Williams\willigr01,PF,21,BOS,54,835,8.5,.520,.433,.298,7.0,11.2,9.1,8.7,1.3,3.4,18.5,12.1,,0.2,1.1,1.4,.079,,-2.0,1.9,-0.1,0.4
492,Johnathan Williams\willijo04,C,24,WAS,11,135,14.4,.643,.080,.200,11.7,23.3,17.3,5.8,0.3,3.8,12.8,9.6,,0.3,0.1,0.3,.114,,-1.5,-0.2,-1.7,0.0
493,Kenrich Williams\willike04,PF,25,NOP,35,779,7.7,.430,.671,.168,6.6,17.6,12.0,8.4,1.5,2.2,12.0,9.2,,0.1,0.7,0.8,.049,,-2.2,1.8,-0.4,0.3
494,Lou Williams\willilo02,SG,33,LAC,53,1593,17.2,.544,.330,.373,1.6,9.0,5.4,30.0,1.0,0.5,14.4,28.9,,1.9,1.4,3.4,.101,,1.0,-1.9,-0.9,0.4
495,Marvin Williams\willima02,PF,33,TOT,44,856,12.0,.595,.564,.236,2.1,13.2,7.4,7.8,1.7,2.5,9.7,13.7,,0.9,0.7,1.7,.093,,-1.2,0.2,-1.0,0.2
495,Marvin Williams\willima02,PF,33,CHO,41,808,11.8,.593,.557,.238,1.9,13.1,7.3,7.8,1.6,2.5,9.7,13.9,,0.9,0.6,1.4,.086,,-1.3,0.0,-1.3,0.1
495,Marvin Williams\willima02,PF,33,MIL,3,48,14.8,.643,.700,.200,4.4,13.5,9.2,7.7,3.8,1.8,8.4,10.2,,0.1,0.1,0.2,.211,,0.9,3.4,4.2,0.1
496,Robert Williams\williro04,C,22,BOS,19,269,18.2,.671,.000,.286,9.3,25.3,17.4,10.7,3.0,7.2,22.5,11.3,,0.4,0.7,1.1,.194,,-1.0,6.9,5.9,0.5
497,Nigel Williams-Goss\willini01,PG,25,UTA,9,28,5.7,.254,.286,.286,8.1,11.1,9.7,22.3,1.7,3.0,20.2,15.4,,-0.1,0.0,0.0,-0.041,,-6.5,2.2,-4.3,0.0
498,Zion Williamson\willizi01,PF,19,NOP,12,337,25.8,.616,.066,.519,13.0,13.8,13.4,14.3,1.1,1.2,11.5,30.6,,0.9,0.2,1.1,.161,,2.9,-1.9,1.0,0.3
499,D.J. Wilson\wilsodj01,PF,23,MIL,28,243,7.7,.482,.548,.083,3.0,18.3,11.1,9.6,0.2,1.8,13.9,17.1,,-0.2,0.4,0.2,.046,,-4.5,-0.2,-4.7,-0.2
500,Justise Winslow\winslju01,SF,23,MIA,11,352,8.7,.440,.209,.209,5.3,17.4,11.6,18.6,1.0,1.4,14.6,20.6,,-0.4,0.4,0.0,.000,,-4.3,0.3,-4.0,-0.2
501,Christian Wood\woodch01,PF,24,DET,55,1071,22.9,.661,.288,.519,8.6,25.6,17.0,6.9,1.1,3.7,11.9,22.2,,3.0,1.3,4.2,.190,,1.2,-0.3,0.9,0.8
502,Delon Wright\wrighde01,SG,27,DAL,55,1169,16.6,.562,.296,.247,5.4,13.4,9.5,21.7,2.4,1.4,12.9,15.1,,2.4,1.3,3.7,.151,,1.0,1.3,2.3,1.3
503,Justin Wright-Foreman\wrighju02,PG,22,UTA,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.014,,-5.2,1.2,-4.0,0.0
504,Thaddeus Young\youngth01,PF,31,CHI,57,1393,13.0,.523,.364,.116,6.2,16.1,11.0,10.9,2.6,1.4,14.4,19.8,,-0.3,1.8,1.5,.053,,-2.0,1.0,-1.0,0.3
505,Trae Young\youngtr01,PG,21,ATL,52,1840,24.5,.602,.455,.446,1.7,11.7,6.7,45.5,1.5,0.3,16.5,35.0,,4.8,0.6,5.4,.142,,7.7,-2.5,5.2,3.3
506,Cody Zeller\zelleco01,C,27,CHO,52,1200,18.7,.570,.161,.345,12.6,21.5,16.8,10.8,1.5,1.8,11.4,20.9,,2.1,1.1,3.2,.126,,0.1,-0.1,0.0,0.6
507,Ante Žižić\zizican01,C,23,CLE,17,168,19.0,.644,.000,.308,9.1,27.2,18.1,2.8,2.0,2.0,10.6,16.7,,0.4,0.2,0.5,.150,,-2.3,-1.4,-3.7,-0.1
508,Ivica Zubac\zubaciv01,C,22,LAC,56,1000,21.1,.633,.007,.404,15.4,25.6,20.6,8.8,0.5,4.9,11.9,16.7,,3.0,1.7,4.7,.224,,0.7,2.6,3.3,1.3
